X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
909,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.523809524,NA
910,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.433333333,NA
911,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.333333333,NA
912,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,Activity,At,0.152173913,NA
913,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,Activity,At,0.076086957,NA
914,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.0625,NA
915,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.09375,NA
916,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,NA,At,-0.018193225,NA
917,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,NA,At,-0.045796738,NA
918,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.105676856,NA
919,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.113689095,NA
920,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.163371488,NA
921,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.197379913,NA
922,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.203402939,NA
923,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.20811654499999999,NA
924,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,Activity,At,NA,NA
925,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,Activity,At,-0.021,NA
926,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.158,NA
927,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.102,NA
928,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.118,NA
929,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,NA,At,NA,NA
930,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,NA,At,0.245,NA
931,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.834,NA
932,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.683,NA
933,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.294,NA
934,Dominick,2016,-,Free-Living,SC,steps/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, DOM",full-text,y,Accelerometry (Actigraph GT3X [hip]),accelerometry,"hip, DOM",Waist/Hip,19,4,15,healthy adults,A,H,"M: 20.0 ± 0.8 
F: 21.3 ± 4.4",NA,"M: 77.2 ± 5.1 kg
F: 57.4 ± 10.9 kg",NA,"M: 174.4 ± 6.6 cm
F: 162.2 ± 7.9 cm",NA,"M: 24.6 ± 1.0 kg/m2
F: 21.9 ± 2.7 kg/m2",NA,"DE, USA",Normal Daily Activities,NA,Fr,0.067086056,NA
935,Gilmore,2018,-,Controlled,SC,steps/2 min,Fitbit,Flex,Fitbit Flex,2013,Thigh,"thigh, DOM",full-text,y,Manual count,manual count,NA,NA,40,14,26,post-lumbar fusion surgery,A,NH,65,13,NA,NA,NA,NA,NA,NA,"VIC, AUS",Walk: Overground,NA,Ao,-0.308176101,NA
936,Gilmore,2018,-,Controlled,SC,steps/2 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,40,14,26,post-lumbar fusion surgery,A,NH,65,13,NA,NA,NA,NA,NA,NA,"VIC, AUS",Walk: Overground,NA,Ao,-0.587912088,NA
937,Gilmore,2018,-,Controlled,SC,steps/2 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,40,14,26,post-lumbar fusion surgery,A,NH,65,13,NA,NA,NA,NA,NA,NA,"VIC, AUS",Walk: Overground,NA,Ao,-0.871212121,NA
938,Huang,2016,1,Controlled,SC,steps/400m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Walk: Overground,NA,Ao,0.117,NA
939,Huang,2016,1,Controlled,SC,steps/176 stairs,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Stairs: Ascend,NA,St,0.079,NA
940,Huang,2016,1,Controlled,SC,steps/176 stairs,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Stairs: Descend,NA,St,0.071,NA
941,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.051,NA
942,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.065,NA
943,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.089,NA
944,Imboden,2017,-,Controlled,EE,kcal/80 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,49.2,19.2,79.2,15.5,174,8.9,NA,NA,"IN, USA",Mixed Progressive Intensity,Activity,Mi,-0.132653061,NA
945,Imboden,2017,-,Controlled,SC,steps/80 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,30,15,15,healthy adults,A,H,49.2,19.2,79.2,15.5,174,8.9,NA,NA,"IN, USA",Mixed Progressive Intensity,NA,Mi,-0.230578768,NA
946,Kendall,2018,-,Controlled,EE,kcal/test,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,"all: 50
high fit: 27
low fit: 23","all: 25
high fit: 15
low fit: 10","all: 25
high fit: 12
low fit: 13",healthy adults,A,H,25.8,8.1,75.1,15.7,167.5,9,25.7,4.1,USA,Run: Treadmill,Activity,At,0.359375,NA
947,Kendall,2018,-,Controlled,SC,steps/bout,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,"all: 50
high fit: 27
low fit: 23","all: 25
high fit: 15
low fit: 10","all: 25
high fit: 12
low fit: 13",healthy adults,A,H,25.8,8.1,75.1,15.7,167.5,9,25.7,4.1,USA,Run: Treadmill,NA,At,-0.002284409,NA
948,Kooiman,2015,1,Free-Living,SC,steps/7.5 hours,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (ActivPAL [thigh]),accelerometry,"thigh, underneath clothing",Thigh,56,18,38,healthy adults,A,H,"M: 37.1 ± 10.6 
F: 30 ± 9.5",NA,NA,NA,NA,NA,"M: 24.1 ± 2 kg/m2
F: 23.1 ± 2.5 kg/m2",NA,Netherlands,Normal Daily Activities,NA,Fr,0.036855037,0.037
949,Montes,2017,-,Controlled,EE,kcal/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Moxus Modular system),indirect calorimetry,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,Activity,At,0.732501733,NA
950,Montes,2017,-,Controlled,EE,kcal/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Moxus Modular system),indirect calorimetry,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,Activity,At,0.632773109,NA
951,Montes,2017,-,Controlled,EE,kcal/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Indirect calorimetry (Moxus Modular system),indirect calorimetry,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,Activity,At,0.399897066,NA
952,Montes,2017,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,NA,At,-0.027108434,NA
953,Montes,2017,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,NA,At,-0.036842105,NA
954,Montes,2017,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Manual count,manual count,NA,NA,49,26,23,healthy adults,A,H,23.4,6.7,76.5,18.7,172.1,11,NA,NA,"NE, USA",Walk: Treadmill,NA,At,-0.141263941,NA
955,Murakami,2016,-,Controlled,EE,kcal/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",letter,y,Direct (whole-room) calorimetry,direct calorimetry,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Simulated Free-Living,Activity,Mi,0.060344004,NA
956,Murakami,2016,-,Free-Living,EE,kcal/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",letter,y,Doubly labelled water,Doubly labelled water,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Normal Daily Activities,NA,Fr,-0.07427411,NA
957,Reid,2017,-,Free-Living,SC,steps/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, right",Waist/Hip,22,0,22,healthy adults,A,H,21.23,1.63,62.18,8.05,NA,NA,22.35,2.34,"QC, CAN",Normal Daily Activities,NA,Fr,0.063945853,NA
958,Rowe,2019,1,Free-Living,SC,steps/4 hours,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",report,y,Accelerometry (Actigraph wGT3X-BT [wrist]),accelerometry,"wrist, left",Wrist,47,15,32,healthy adults,A,H,25.7,NA,NA,NA,NA,NA,NA,NA,USA,Normal Daily Activities,NA,Fr,-0.246789091,NA
959,Rowe,2019,1,Free-Living,SC,steps/4 hours,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, right",report,y,Accelerometry (Actigraph wGT3X-BT [wrist]),accelerometry,"wrist, right",Wrist,47,15,32,healthy adults,A,H,25.7,NA,NA,NA,NA,NA,NA,NA,USA,Normal Daily Activities,NA,Fr,-0.324054346,NA
960,Rowe,2019,2,Free-Living,SC,steps/4 hours,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, DOM",report,y,Accelerometry (Actigraph wGT3X-BT [wrist]),accelerometry,"wrist, DOM",Wrist,24,1,23,"healthy adults, OT graduate students",A,H,28.3,NA,NA,NA,NA,NA,NA,NA,USA,Normal Daily Activities,NA,Fr,-0.337560351,NA
961,Sala,2019,-,Controlled,SC,steps/660 ft,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,39,23,16,children with CP,C,NH,9.6,3.42,NA,NA,NA,NA,NA,NA,USA,Walk: Overground,NA,Ao,-0.201620825,NA
962,Sala,2019,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,39,23,16,children with CP,C,NH,9.6,3.42,NA,NA,NA,NA,NA,NA,USA,Rest: Standing,NA,Se,NA,NA
963,Sala,2019,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,39,23,16,children with CP,C,NH,9.6,3.42,NA,NA,NA,NA,NA,NA,USA,Rest: Sitting,NA,Se,NA,NA
964,Schmal,2018,-,Controlled,SC,steps/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,22,11,11,elderly with operative treatment of proximal femur fractures,A,NH,81,8,NA,NA,NA,NA,25.9,5.4,Denmark,Simulated Free-Living,NA,Mi,NA,NA
965,Smith,2019,-,Controlled,SC,steps/140m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, both",full-text,y,Manual count,manual count,NA,NA,32,21,11,"adults, lower limb prosthetics",A,NH,49.7,14,87.8,21.1,176.1,11.6,28.1,5.3,"AZ, USA",Walk: Overground,NA,Ao,-0.083,NA
966,St-Laurent,2018,-,Free-Living,SC,steps/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Actigraph GT3X [hip]),accelerometry,"hip, ND",Waist/Hip,16,0,16,pregnant women,A,NH,32.7,4.2,NA,NA,NA,NA,27.4,4.4,"QC, CAN",Normal Daily Activities,NA,Fr,0.31382373,NA
967,Sushames,2016,-,Free-Living,EE,kcal/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,hip,Waist/Hip,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Normal Daily Activities,NA,Fr,0.499536092,NA
968,Sushames,2016,-,Free-Living,SC,steps/day,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,hip,Waist/Hip,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Normal Daily Activities,NA,Fr,-0.304065712,0.212
969,Ummels,2018,-,Controlled,SC,steps/bout,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,130,55,75,"adults, chronic diseases",A,NH,61.5,11.1,NA,NA,NA,NA,27.7,5.2,Netherlands,Simulated Free-Living,NA,Mi,-0.230636408,NA
970,Battenberg,2017,1,Controlled,SC,steps/10 stairs,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Stairs: Ascend,NA,St,0.0078,NA
971,Battenberg,2017,1,Controlled,SC,steps/400m,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Run: Overground,NA,Ao,-0.0292,NA
972,Battenberg,2017,1,Controlled,SC,steps/10 stairs,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Stairs: Descend,NA,St,-0.0633,NA
973,Battenberg,2017,1,Controlled,SC,steps/400m,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Walk: Overground,NA,Ao,-0.079,NA
974,Battenberg,2017,1,Controlled,SC,steps/10m,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Walk: Overground,NA,Ao,-0.115,NA
975,Prieto-Centurion,2016,-,Controlled,SC,steps/15 min,Fitbit,Force,Fitbit Force,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,12,5,7,healthy adults,A,H,< 40,NA,NA,NA,NA,NA,NA,NA,"IL, USA",Simulated Free-Living,NA,Mi,NA,NA
976,Alinia,2017,-,Controlled,SC,steps/apple,Fitbit,One,Fitbit One,2012,Waist/Hip,"pants pocket, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",ADL: Eating,NA,Mi,NA,NA
977,Arch,2018,-,Free-Living,SC,steps/day,Fitbit,One,Fitbit One,2012,LAF,"distal prosthetic pylon, prosthetic side",full-text,y,Accelerometry (StepWatch Activity Monitor),accelerometry,NA,NA,42,27,15,"adults, prosthetic users",A,NH,58.6,11.7,90.26,27.12,173,12,29.6,5.7,"DE, USA",Normal Daily Activities,NA,Fr,NA,0.253
978,Balto,2016,-,Controlled,SC,steps/500 steps,Fitbit,One,Fitbit One,2012,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,45,NA,NA,"community-dwelling, persons with MS",A,NH,46.7,10,NA,NA,169.4,10.7,26.6,6.1,"IL, USA",Walk: Treadmill,NA,At,0.019,NA
979,Balto,2016,-,Controlled,SC,steps/500 steps,Fitbit,One,Fitbit One,2012,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,45,NA,NA,"community-dwelling, persons with MS",A,NH,46.7,10,NA,NA,169.4,10.7,26.6,6.1,"IL, USA",Walk: Treadmill,NA,At,0.019,NA
980,Battenberg,2017,1,Controlled,SC,steps/10 stairs,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Stairs: Ascend,NA,St,0.0367,NA
981,Battenberg,2017,1,Controlled,SC,steps/400m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Walk: Overground,NA,Ao,0.0029,NA
982,Battenberg,2017,1,Controlled,SC,steps/400m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Run: Overground,NA,Ao,-7e-4,NA
983,Battenberg,2017,1,Controlled,SC,steps/10m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Walk: Overground,NA,Ao,-0.0036,NA
984,Battenberg,2017,2,Controlled,SC,steps/2 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,20,subset,subset,healthy adults,A,H,subset,NA,subset,NA,subset,NA,subset,NA,"CA, USA",Walk: Treadmill,NA,At,0.0027,NA
985,Battenberg,2017,2,Controlled,SC,steps/2 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,20,subset,subset,healthy adults,A,H,subset,NA,subset,NA,subset,NA,subset,NA,"CA, USA",Walk: Treadmill,NA,At,-4e-4,NA
986,Battenberg,2017,2,Controlled,SC,steps/10 stairs,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,30,18,12,healthy adults,A,H,25.6,2.5,73.4,14,175.9,8.7,23.5,2.9,"CA, USA",Stairs: Descend,NA,St,-0.0078,NA
987,Battenberg,2017,2,Controlled,SC,steps/2 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,20,subset,subset,healthy adults,A,H,subset,NA,subset,NA,subset,NA,subset,NA,"CA, USA",Walk: Treadmill,NA,At,-0.0172,NA
988,Battenberg,2017,2,Controlled,SC,steps/2 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Manual count,manual count,NA,NA,20,subset,subset,healthy adults,A,H,subset,NA,subset,NA,subset,NA,subset,NA,"CA, USA",Walk: Treadmill,NA,At,-0.198,NA
